Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2023,GA,Georgia,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,853,12.0,10.9,13.1,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,13,BO1,CAT1,_RFSMOK3,RESP046,"    (32.83968109300048, -83.62758034599966)"
2023,GU,Guam,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,249,18.0,14.7,21.4,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,66,BO1,CAT1,_RFSMOK3,RESP046,"    (13.444304, 144.793731)"
2023,HI,Hawaii,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,706,9.0,8.1,10.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,15,BO1,CAT1,_RFSMOK3,RESP046,"    (21.304850435000446, -157.85774940299973)"
2023,IA,Iowa,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,143",13.7,12.8,14.6,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,19,BO1,CAT1,_RFSMOK3,RESP046,"    (42.46940091300047, -93.81649055599968)"
2023,ID,Idaho,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,704,10.4,9.3,11.4,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,16,BO1,CAT1,_RFSMOK3,RESP046,"    (43.682630005000476, -114.3637300419997)"
2023,IL,Illinois,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,503,10.8,9.5,12.1,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,17,BO1,CAT1,_RFSMOK3,RESP046,"    (40.48501028300046, -88.99771017799969)"
2023,IN,Indiana,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,374",14.4,13.6,15.3,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,18,BO1,CAT1,_RFSMOK3,RESP046,"    (39.766910452000445, -86.14996019399968)"
2023,KS,Kansas,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,221",13.9,12.9,14.9,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,20,BO1,CAT1,_RFSMOK3,RESP046,"    (38.34774030000045, -98.20078122699965)"
2023,LA,Louisiana,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,797,15.7,14.4,17.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,22,BO1,CAT1,_RFSMOK3,RESP046,"    (31.31266064400046, -92.44568007099969)"
2023,MA,Massachusetts,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,817,9.8,8.8,10.8,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,25,BO1,CAT1,_RFSMOK3,RESP046,"    (42.27687047000046, -72.08269067499964)"
2023,MD,Maryland,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,494",9.1,8.4,9.9,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,24,BO1,CAT1,_RFSMOK3,RESP046,"    (39.29058096400047, -76.60926011099963)"
2023,ME,Maine,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,441",14.0,13.0,15.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,23,BO1,CAT1,_RFSMOK3,RESP046,"    (45.254228894000505, -68.98503133599962)"
2023,MI,Michigan,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,114",13.6,12.6,14.6,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,26,BO1,CAT1,_RFSMOK3,RESP046,"    (44.6613195430005, -84.71439026999968)"
2023,MN,Minnesota,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,712",12.2,11.4,13.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,27,BO1,CAT1,_RFSMOK3,RESP046,"    (46.35564873600049, -94.79420050299967)"
2023,MO,Missouri,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,040",15.3,14.1,16.5,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,29,BO1,CAT1,_RFSMOK3,RESP046,"    (38.635790776000476, -92.56630005299968)"
2023,MS,Mississippi,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,574,15.6,14.1,17.2,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,28,BO1,CAT1,_RFSMOK3,RESP046,"    (32.745510099000455, -89.53803082499968)"
2023,MT,Montana,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,826,12.4,11.3,13.4,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,30,BO1,CAT1,_RFSMOK3,RESP046,"    (47.06652897200047, -109.42442064499971)"
2023,NC,North Carolina,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,485,13.2,11.6,14.9,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,37,BO1,CAT1,_RFSMOK3,RESP046,"    (35.466220975000454, -79.15925046299964)"
2023,ND,North Dakota,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,606,13.4,12.1,14.6,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,38,BO1,CAT1,_RFSMOK3,RESP046,"    (47.47531977900047, -100.11842104899966)"
2023,NE,Nebraska,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,495",12.1,11.3,12.8,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,31,BO1,CAT1,_RFSMOK3,RESP046,"    (41.6410409880005, -99.36572062299967)"
2023,NH,New Hampshire,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,517,10.4,9.2,11.6,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,33,BO1,CAT1,_RFSMOK3,RESP046,"    (43.65595011300047, -71.50036091999965)"
2023,NJ,New Jersey,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,765,9.1,8.2,10.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,34,BO1,CAT1,_RFSMOK3,RESP046,"    (40.13057004800049, -74.27369128799967)"
2023,NM,New Mexico,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,358,12.2,10.4,14.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,35,BO1,CAT1,_RFSMOK3,RESP046,"    (34.52088095200048, -106.24058098499967)"
2023,NV,Nevada,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,308,14.2,11.5,16.9,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,32,BO1,CAT1,_RFSMOK3,RESP046,"    (39.493240390000494, -117.07184056399967)"
2023,NY,New York,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,606",9.3,8.6,10.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,36,BO1,CAT1,_RFSMOK3,RESP046,"    (42.82700103200045, -75.54397042699964)"
2023,OH,Ohio,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,772",15.0,14.0,15.9,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,39,BO1,CAT1,_RFSMOK3,RESP046,"    (40.06021014100048, -82.40426005599966)"
2023,OK,Oklahoma,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,900,15.8,14.7,17.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,40,BO1,CAT1,_RFSMOK3,RESP046,"    (35.47203135600046, -97.52107021399968)"
2023,OR,Oregon,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,608,10.6,9.6,11.7,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,41,BO1,CAT1,_RFSMOK3,RESP046,"    (44.56744942400047, -120.15503132599969)"
2023,PR,Puerto Rico,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,341,8.7,7.4,9.9,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,72,BO1,CAT1,_RFSMOK3,RESP046,"    (18.220833, -66.590149)"
2023,RI,Rhode Island,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,514,9.5,8.4,10.6,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,44,BO1,CAT1,_RFSMOK3,RESP046,"    (41.70828019300046, -71.52247031399963)"
2023,SC,South Carolina,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,002",12.1,11.1,13.1,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,45,BO1,CAT1,_RFSMOK3,RESP046,"    (33.998821303000454, -81.04537120699968)"
2023,SD,South Dakota,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,814,15.2,12.9,17.6,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,46,BO1,CAT1,_RFSMOK3,RESP046,"    (44.353130053000484, -100.3735306369997)"
2023,TN,Tennessee,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,898,17.0,15.5,18.4,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,47,BO1,CAT1,_RFSMOK3,RESP046,"    (35.68094058000048, -85.77449091399967)"
2023,TX,Texas,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,022",11.3,10.1,12.5,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,48,BO1,CAT1,_RFSMOK3,RESP046,"    (31.827240407000488, -99.42677020599967)"
2023,US,"All States, DC and Territories (median) **",Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,52,12.1,,,"4,242",%,Crude Prevalence,**,** Median value reported with no confidence intervals.,BRFSS,CLASS17,TOPIC15,99,BO1,CAT1,_RFSMOK3,RESP046,
2023,UT,Utah,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,658,5.9,5.3,6.6,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,49,BO1,CAT1,_RFSMOK3,RESP046,"    (39.360700171000474, -111.58713063499971)"
2023,UW,All States and DC (median) **,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,49,12.1,,,"4,242",%,Crude Prevalence,**,** Median value reported with no confidence intervals.,BRFSS,CLASS17,TOPIC15,98,BO1,CAT1,_RFSMOK3,RESP046,
2023,VA,Virginia,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,666,10.9,9.7,12.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,51,BO1,CAT1,_RFSMOK3,RESP046,"    (37.54268067400045, -78.45789046299967)"
2023,VI,Virgin Islands,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,70,4.9,2.8,7.1,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,78,BO1,CAT1,_RFSMOK3,RESP046,"    (18.335765, -64.896335)"
2023,VT,Vermont,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,656,11.3,10.0,12.6,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,50,BO1,CAT1,_RFSMOK3,RESP046,"    (43.62538123900049, -72.51764079099962)"
2023,WA,Washington,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,183",9.0,8.5,9.5,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,53,BO1,CAT1,_RFSMOK3,RESP046,"    (47.52227862900048, -120.47001078999972)"
2023,WI,Wisconsin,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,376",12.0,11.2,12.8,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,55,BO1,CAT1,_RFSMOK3,RESP046,"    (44.39319117400049, -89.81637074199966)"
2023,WV,West Virginia,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,732,20.4,18.8,22.0,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,54,BO1,CAT1,_RFSMOK3,RESP046,"    (38.66551020200046, -80.71264013499967)"
2023,WY,Wyoming,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,486,14.0,12.6,15.4,"4,242",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,56,BO1,CAT1,_RFSMOK3,RESP046,"    (43.23554134300048, -108.10983035299967)"
2022,AK,Alaska,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,808,15.9,14.6,17.3,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,"02",BO1,CAT1,_RFSMOK3,RESP046,"    (64.84507995700051, -147.72205903599973)"
2022,AL,Alabama,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,597,15.6,14.0,17.2,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,"01",BO1,CAT1,_RFSMOK3,RESP046,"    (32.84057112200048, -86.63186076199969)"
2022,AR,Arkansas,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,786,18.7,17.2,20.2,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,"05",BO1,CAT1,_RFSMOK3,RESP046,"    (34.74865012400045, -92.27449074299966)"
2022,AZ,Arizona,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,092",12.7,11.5,13.8,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,"04",BO1,CAT1,_RFSMOK3,RESP046,"    (34.865970280000454, -111.76381127699972)"
2022,CA,California,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,937,9.7,8.8,10.6,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,"06",BO1,CAT1,_RFSMOK3,RESP046,"    (37.63864012300047, -120.99999953799971)"
2022,CO,Colorado,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,906,10.7,9.9,11.5,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,"08",BO1,CAT1,_RFSMOK3,RESP046,"    (38.843840757000464, -106.13361092099967)"
2022,CT,Connecticut,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,846,10.0,9.0,11.0,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,"09",BO1,CAT1,_RFSMOK3,RESP046,"    (41.56266102000046, -72.64984095199964)"
2022,DC,District of Columbia,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,274,10.6,9.0,12.3,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,11,BO1,CAT1,_RFSMOK3,RESP046,"    (38.89037138500049, -77.03196112699965)"
2022,DE,Delaware,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,446,12.9,11.4,14.4,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,10,BO1,CAT1,_RFSMOK3,RESP046,"    (39.008830667000495, -75.57774116799965)"
2022,FL,Florida,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,497",11.3,10.2,12.4,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,12,BO1,CAT1,_RFSMOK3,RESP046,"    (28.932040377000476, -81.92896053899966)"
2022,GA,Georgia,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,984,12.5,11.4,13.6,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,13,BO1,CAT1,_RFSMOK3,RESP046,"    (32.83968109300048, -83.62758034599966)"
2022,GU,Guam,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,356,19.8,15.9,23.7,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,66,BO1,CAT1,_RFSMOK3,RESP046,"    (13.444304, 144.793731)"
2022,HI,Hawaii,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,697,10.0,9.0,11.0,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,15,BO1,CAT1,_RFSMOK3,RESP046,"    (21.304850435000446, -157.85774940299973)"
2022,IA,Iowa,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,195",14.7,13.8,15.7,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,19,BO1,CAT1,_RFSMOK3,RESP046,"    (42.46940091300047, -93.81649055599968)"
2022,ID,Idaho,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,680,11.9,10.8,12.9,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,16,BO1,CAT1,_RFSMOK3,RESP046,"    (43.682630005000476, -114.3637300419997)"
2022,IL,Illinois,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,451,12.4,11.1,13.8,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,17,BO1,CAT1,_RFSMOK3,RESP046,"    (40.48501028300046, -88.99771017799969)"
2022,IN,Indiana,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,383",16.2,15.2,17.2,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,18,BO1,CAT1,_RFSMOK3,RESP046,"    (39.766910452000445, -86.14996019399968)"
2022,KS,Kansas,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,397",14.5,13.6,15.4,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,20,BO1,CAT1,_RFSMOK3,RESP046,"    (38.34774030000045, -98.20078122699965)"
2022,KY,Kentucky,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,688,17.4,15.7,19.1,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,21,BO1,CAT1,_RFSMOK3,RESP046,"    (37.645970271000465, -84.77497104799966)"
2022,LA,Louisiana,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,799,16.7,15.4,18.1,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,22,BO1,CAT1,_RFSMOK3,RESP046,"    (31.31266064400046, -92.44568007099969)"
2022,MA,Massachusetts,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,959,10.4,9.5,11.3,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,25,BO1,CAT1,_RFSMOK3,RESP046,"    (42.27687047000046, -72.08269067499964)"
2022,MD,Maryland,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,499",9.6,8.9,10.3,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,24,BO1,CAT1,_RFSMOK3,RESP046,"    (39.29058096400047, -76.60926011099963)"
2022,ME,Maine,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,260",15.0,13.9,16.1,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,23,BO1,CAT1,_RFSMOK3,RESP046,"    (45.254228894000505, -68.98503133599962)"
2022,MI,Michigan,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,185",15.2,14.2,16.2,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,26,BO1,CAT1,_RFSMOK3,RESP046,"    (44.6613195430005, -84.71439026999968)"
2022,MN,Minnesota,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,767",13.0,12.2,13.8,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,27,BO1,CAT1,_RFSMOK3,RESP046,"    (46.35564873600049, -94.79420050299967)"
2022,MO,Missouri,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,191",16.8,15.6,18.0,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,29,BO1,CAT1,_RFSMOK3,RESP046,"    (38.635790776000476, -92.56630005299968)"
2022,MS,Mississippi,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,635,17.4,15.8,19.0,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,28,BO1,CAT1,_RFSMOK3,RESP046,"    (32.745510099000455, -89.53803082499968)"
2022,MT,Montana,Tobacco Use,Current Smoker Status,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,900,15.2,14.0,16.4,"4,228",%,Crude Prevalence,,,BRFSS,CLASS17,TOPIC15,30,BO1,CAT1,_RFSMOK3,RESP046,"    (47.06652897200047, -109.42442064499971)"
