Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2023,IL,Illinois,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,659,12.2,11.0,13.5,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,17,BO1,CAT1,DIABETE4,RESP046,"    (40.48501028300046, -88.99771017799969)"
2023,IN,Indiana,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,780",13.2,12.4,13.9,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,18,BO1,CAT1,DIABETE4,RESP046,"    (39.766910452000445, -86.14996019399968)"
2023,KS,Kansas,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,335",11.4,10.6,12.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,20,BO1,CAT1,DIABETE4,RESP046,"    (38.34774030000045, -98.20078122699965)"
2023,LA,Louisiana,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,975,16.1,14.8,17.3,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,22,BO1,CAT1,DIABETE4,RESP046,"    (31.31266064400046, -92.44568007099969)"
2023,MA,Massachusetts,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,977,9.8,8.9,10.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,25,BO1,CAT1,DIABETE4,RESP046,"    (42.27687047000046, -72.08269067499964)"
2023,MD,Maryland,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"2,607",12.2,11.5,13.0,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,24,BO1,CAT1,DIABETE4,RESP046,"    (39.29058096400047, -76.60926011099963)"
2023,ME,Maine,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,745",11.4,10.7,12.1,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,23,BO1,CAT1,DIABETE4,RESP046,"    (45.254228894000505, -68.98503133599962)"
2023,MI,Michigan,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,426",12.4,11.6,13.3,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,26,BO1,CAT1,DIABETE4,RESP046,"    (44.6613195430005, -84.71439026999968)"
2023,MN,Minnesota,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,963",10.5,9.7,11.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,27,BO1,CAT1,DIABETE4,RESP046,"    (46.35564873600049, -94.79420050299967)"
2023,MO,Missouri,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,064",12.3,11.4,13.3,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,29,BO1,CAT1,DIABETE4,RESP046,"    (38.635790776000476, -92.56630005299968)"
2023,MS,Mississippi,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,681,17.0,15.3,18.6,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,28,BO1,CAT1,DIABETE4,RESP046,"    (32.745510099000455, -89.53803082499968)"
2023,MT,Montana,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,881,9.4,8.6,10.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,30,BO1,CAT1,DIABETE4,RESP046,"    (47.06652897200047, -109.42442064499971)"
2023,NC,North Carolina,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,577,12.4,11.0,13.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,37,BO1,CAT1,DIABETE4,RESP046,"    (35.466220975000454, -79.15925046299964)"
2023,ND,North Dakota,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,726,9.5,8.7,10.4,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,38,BO1,CAT1,DIABETE4,RESP046,"    (47.47531977900047, -100.11842104899966)"
2023,NE,Nebraska,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,664",10.6,9.9,11.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,31,BO1,CAT1,DIABETE4,RESP046,"    (41.6410409880005, -99.36572062299967)"
2023,NH,New Hampshire,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,883,9.8,8.8,10.7,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,33,BO1,CAT1,DIABETE4,RESP046,"    (43.65595011300047, -71.50036091999965)"
2023,NJ,New Jersey,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,103",10.5,9.6,11.3,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,34,BO1,CAT1,DIABETE4,RESP046,"    (40.13057004800049, -74.27369128799967)"
2023,NM,New Mexico,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,492,12.5,10.8,14.3,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,35,BO1,CAT1,DIABETE4,RESP046,"    (34.52088095200048, -106.24058098499967)"
2023,NV,Nevada,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,322,11.9,9.8,14.0,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,32,BO1,CAT1,DIABETE4,RESP046,"    (39.493240390000494, -117.07184056399967)"
2023,NY,New York,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"2,039",10.6,9.9,11.3,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,36,BO1,CAT1,DIABETE4,RESP046,"    (42.82700103200045, -75.54397042699964)"
2023,OH,Ohio,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"2,241",13.2,12.4,13.9,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,39,BO1,CAT1,DIABETE4,RESP046,"    (40.06021014100048, -82.40426005599966)"
2023,OK,Oklahoma,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,997,12.4,11.5,13.3,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,40,BO1,CAT1,DIABETE4,RESP046,"    (35.47203135600046, -97.52107021399968)"
2023,OR,Oregon,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,763,10.9,9.9,11.9,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,41,BO1,CAT1,DIABETE4,RESP046,"    (44.56744942400047, -120.15503132599969)"
2023,PR,Puerto Rico,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,855,19.8,17.9,21.6,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,72,BO1,CAT1,DIABETE4,RESP046,"    (18.220833, -66.590149)"
2023,RI,Rhode Island,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,769,11.8,10.6,12.9,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,44,BO1,CAT1,DIABETE4,RESP046,"    (41.70828019300046, -71.52247031399963)"
2023,SC,South Carolina,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,793",14.9,14.0,15.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,45,BO1,CAT1,DIABETE4,RESP046,"    (33.998821303000454, -81.04537120699968)"
2023,SD,South Dakota,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,915,11.8,9.8,13.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,46,BO1,CAT1,DIABETE4,RESP046,"    (44.353130053000484, -100.3735306369997)"
2023,TN,Tennessee,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,957,14.5,13.3,15.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,47,BO1,CAT1,DIABETE4,RESP046,"    (35.68094058000048, -85.77449091399967)"
2023,TX,Texas,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,531",12.7,11.5,13.9,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,48,BO1,CAT1,DIABETE4,RESP046,"    (31.827240407000488, -99.42677020599967)"
2023,US,"All States, DC and Territories (median) **",Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,52,11.8,,,889,%,Crude Prevalence,**,** Median value reported with no confidence intervals.,BRFSS,CLASS03,TOPIC18,99,BO1,CAT1,DIABETE4,RESP046,
2023,UT,Utah,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,169",7.8,7.2,8.4,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,49,BO1,CAT1,DIABETE4,RESP046,"    (39.360700171000474, -111.58713063499971)"
2023,UW,All States and DC (median) **,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,49,11.5,,,889,%,Crude Prevalence,**,** Median value reported with no confidence intervals.,BRFSS,CLASS03,TOPIC18,98,BO1,CAT1,DIABETE4,RESP046,
2023,VA,Virginia,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,154",11.8,10.8,12.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,51,BO1,CAT1,DIABETE4,RESP046,"    (37.54268067400045, -78.45789046299967)"
2023,VI,Virgin Islands,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,380,16.6,14.0,19.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,78,BO1,CAT1,DIABETE4,RESP046,"    (18.335765, -64.896335)"
2023,VT,Vermont,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,748,9.3,8.3,10.4,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,50,BO1,CAT1,DIABETE4,RESP046,"    (43.62538123900049, -72.51764079099962)"
2023,WA,Washington,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"2,945",9.6,9.1,10.0,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,53,BO1,CAT1,DIABETE4,RESP046,"    (47.52227862900048, -120.47001078999972)"
2023,WI,Wisconsin,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,963",11.2,10.6,11.9,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,55,BO1,CAT1,DIABETE4,RESP046,"    (44.39319117400049, -89.81637074199966)"
2023,WV,West Virginia,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,886,18.2,16.9,19.5,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,54,BO1,CAT1,DIABETE4,RESP046,"    (38.66551020200046, -80.71264013499967)"
2023,WY,Wyoming,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,640,10.8,9.7,11.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,56,BO1,CAT1,DIABETE4,RESP046,"    (43.23554134300048, -108.10983035299967)"
2022,AK,Alaska,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,605,8.7,7.8,9.7,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,"02",BO1,CAT1,DIABETE4,RESP046,"    (64.84507995700051, -147.72205903599973)"
2022,AL,Alabama,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,894,15.5,14.2,16.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,"01",BO1,CAT1,DIABETE4,RESP046,"    (32.84057112200048, -86.63186076199969)"
2022,AR,Arkansas,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,025",15.7,14.5,16.9,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,"05",BO1,CAT1,DIABETE4,RESP046,"    (34.74865012400045, -92.27449074299966)"
2022,AZ,Arizona,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,555",12.7,11.7,13.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,"04",BO1,CAT1,DIABETE4,RESP046,"    (34.865970280000454, -111.76381127699972)"
2022,CA,California,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,220",11.5,10.6,12.4,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,"06",BO1,CAT1,DIABETE4,RESP046,"    (37.63864012300047, -120.99999953799971)"
2022,CO,Colorado,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,826,8.1,7.4,8.9,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,"08",BO1,CAT1,DIABETE4,RESP046,"    (38.843840757000464, -106.13361092099967)"
2022,CT,Connecticut,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,112",10.7,9.7,11.7,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,"09",BO1,CAT1,DIABETE4,RESP046,"    (41.56266102000046, -72.64984095199964)"
2022,DC,District of Columbia,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,326,8.0,6.8,9.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,11,BO1,CAT1,DIABETE4,RESP046,"    (38.89037138500049, -77.03196112699965)"
2022,DE,Delaware,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,608,13.9,12.4,15.3,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,10,BO1,CAT1,DIABETE4,RESP046,"    (39.008830667000495, -75.57774116799965)"
2022,FL,Florida,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"2,103",12.2,11.1,13.4,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,12,BO1,CAT1,DIABETE4,RESP046,"    (28.932040377000476, -81.92896053899966)"
2022,GA,Georgia,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,523",12.1,11.2,13.0,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,13,BO1,CAT1,DIABETE4,RESP046,"    (32.83968109300048, -83.62758034599966)"
2022,GU,Guam,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,452,21.6,17.8,25.5,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,66,BO1,CAT1,DIABETE4,RESP046,"    (13.444304, 144.793731)"
2022,HI,Hawaii,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,017",11.7,10.8,12.7,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,15,BO1,CAT1,DIABETE4,RESP046,"    (21.304850435000446, -157.85774940299973)"
2022,IA,Iowa,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,224",11.6,10.8,12.4,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,19,BO1,CAT1,DIABETE4,RESP046,"    (42.46940091300047, -93.81649055599968)"
2022,ID,Idaho,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,704,9.9,9.0,10.7,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,16,BO1,CAT1,DIABETE4,RESP046,"    (43.682630005000476, -114.3637300419997)"
2022,IL,Illinois,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,536,12.0,10.8,13.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,17,BO1,CAT1,DIABETE4,RESP046,"    (40.48501028300046, -88.99771017799969)"
2022,IN,Indiana,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,673",12.7,11.9,13.4,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,18,BO1,CAT1,DIABETE4,RESP046,"    (39.766910452000445, -86.14996019399968)"
2022,KS,Kansas,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,667",11.4,10.7,12.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,20,BO1,CAT1,DIABETE4,RESP046,"    (38.34774030000045, -98.20078122699965)"
2022,KY,Kentucky,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,698,14.8,13.3,16.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,21,BO1,CAT1,DIABETE4,RESP046,"    (37.645970271000465, -84.77497104799966)"
2022,LA,Louisiana,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,996,14.7,13.6,15.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,22,BO1,CAT1,DIABETE4,RESP046,"    (31.31266064400046, -92.44568007099969)"
2022,MA,Massachusetts,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,122",10.5,9.6,11.3,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,25,BO1,CAT1,DIABETE4,RESP046,"    (42.27687047000046, -72.08269067499964)"
2022,MD,Maryland,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"2,422",12.0,11.2,12.7,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,24,BO1,CAT1,DIABETE4,RESP046,"    (39.29058096400047, -76.60926011099963)"
2022,ME,Maine,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,337",11.1,10.2,12.0,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,23,BO1,CAT1,DIABETE4,RESP046,"    (45.254228894000505, -68.98503133599962)"
2022,MI,Michigan,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,360",11.6,10.9,12.4,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,26,BO1,CAT1,DIABETE4,RESP046,"    (44.6613195430005, -84.71439026999968)"
2022,MN,Minnesota,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,896",10.2,9.6,10.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,27,BO1,CAT1,DIABETE4,RESP046,"    (46.35564873600049, -94.79420050299967)"
2022,MO,Missouri,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,043",11.7,10.8,12.7,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,29,BO1,CAT1,DIABETE4,RESP046,"    (38.635790776000476, -92.56630005299968)"
2022,MS,Mississippi,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,702,15.3,13.9,16.8,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,28,BO1,CAT1,DIABETE4,RESP046,"    (32.745510099000455, -89.53803082499968)"
2022,MT,Montana,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,790,8.4,7.7,9.2,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,30,BO1,CAT1,DIABETE4,RESP046,"    (47.06652897200047, -109.42442064499971)"
2022,NC,North Carolina,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,593,12.1,10.9,13.4,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,37,BO1,CAT1,DIABETE4,RESP046,"    (35.466220975000454, -79.15925046299964)"
2022,ND,North Dakota,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,510,9.6,8.6,10.5,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,38,BO1,CAT1,DIABETE4,RESP046,"    (47.47531977900047, -100.11842104899966)"
2022,NE,Nebraska,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,"1,078",10.8,9.9,11.6,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,31,BO1,CAT1,DIABETE4,RESP046,"    (41.6410409880005, -99.36572062299967)"
2022,NH,New Hampshire,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,890,9.7,8.9,10.6,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,33,BO1,CAT1,DIABETE4,RESP046,"    (43.65595011300047, -71.50036091999965)"
2022,NJ,New Jersey,Chronic Health Indicators,Diabetes,Have you ever been told by a doctor that you have diabetes?,Yes,Overall,Overall,882,10.8,9.8,11.9,889,%,Crude Prevalence,,,BRFSS,CLASS03,TOPIC18,34,BO1,CAT1,DIABETE4,RESP046,"    (40.13057004800049, -74.27369128799967)"
